provider_id,provider_state,drg_definition,drg_category,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments,cost_to_charge_ratio
Provider_0190,IN,PULMONARY EDEMA,Respiratory,32,9855.13,3611.49,3420.85,0.3665
Provider_0081,MN,HIP & FEMUR PROCEDURES,Orthopedic,46,31121.97,10106.75,8339.52,0.3247
Provider_0277,WA,CORONARY BYPASS,Cardiovascular,127,20269.42,7573.74,6907.64,0.3737
Provider_0013,GA,CARDIAC ARRHYTHMIA,Cardiovascular,44,19865.64,7560.75,6131.36,0.3806
Provider_0184,UT,SPINAL FUSION,Orthopedic,11,30130.45,10270.63,8525.81,0.3409
Provider_0159,NC,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,14,22265.89,6606.11,5928.08,0.2967
Provider_0078,AL,SIMPLE PNEUMONIA & PLEURISY,Respiratory,86,8978.18,3013.64,2693.41,0.3357
Provider_0052,OK,KIDNEY & URINARY TRACT INFECTIONS,Renal,233,9631.12,2935.96,2559.05,0.3048
Provider_0099,AL,DIGESTIVE MALIGNANCY,Digestive,45,9977.48,3400.19,2787.03,0.3408
Provider_0052,WI,GI HEMORRHAGE,Digestive,87,11608.1,4738.04,3879.71,0.4082
Provider_0198,MA,PULMONARY EDEMA,Respiratory,258,11836.21,3349.26,2793.69,0.283
Provider_0115,UT,CARDIAC CATHETERIZATION,Cardiovascular,103,19644.71,6791.28,5880.9,0.3457
Provider_0047,TN,KNEE PROCEDURES,Orthopedic,44,29279.11,9563.49,7862.42,0.3266
Provider_0008,NY,HEART FAILURE & SHOCK,Cardiovascular,27,26980.14,8692.23,6978.0,0.3222
Provider_0299,WI,CORONARY BYPASS,Cardiovascular,173,21080.37,7871.55,6586.33,0.3734
Provider_0231,FL,CORONARY BYPASS,Cardiovascular,56,17610.12,5436.7,4992.42,0.3087
Provider_0222,MA,CARDIAC CATHETERIZATION,Cardiovascular,94,26861.39,10081.88,9422.39,0.3753
Provider_0023,WA,LYMPHOMA & LEUKEMIA,Oncology,126,25351.12,9021.53,7340.7,0.3559
Provider_0251,MI,INFLAMMATORY BOWEL DISEASE,Digestive,259,14122.36,5201.77,4530.47,0.3683
Provider_0227,MO,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,67,16117.56,5842.27,5241.4,0.3625
Provider_0106,IL,BREAST PROCEDURES,Oncology,187,23812.97,9439.42,7940.31,0.3964
Provider_0155,CT,HIP & FEMUR PROCEDURES,Orthopedic,55,33017.12,13714.58,11300.97,0.4154
Provider_0009,WA,RENAL FAILURE,Renal,154,12388.45,3538.99,3045.06,0.2857
Provider_0045,TX,CORONARY BYPASS,Cardiovascular,38,18708.47,6035.25,5293.95,0.3226
Provider_0094,CA,BREAST PROCEDURES,Oncology,15,30141.91,10119.04,8565.99,0.3357
Provider_0116,OK,INTRACRANIAL HEMORRHAGE,Neurological,475,11365.18,4649.63,4054.65,0.4091
Provider_0026,IN,KIDNEY & URINARY TRACT INFECTIONS,Renal,203,10674.04,4478.65,3889.17,0.4196
Provider_0087,WI,STROKE,Neurological,23,14696.39,4317.98,3855.37,0.2938
Provider_0036,NJ,INTRACRANIAL HEMORRHAGE,Neurological,55,20870.72,7258.12,6871.55,0.3478
Provider_0286,IN,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,44,9178.13,3605.64,3035.55,0.3929
Provider_0082,IL,CARDIAC CATHETERIZATION,Cardiovascular,164,23543.09,7368.9,6899.05,0.313
Provider_0245,NC,KIDNEY & URINARY TRACT INFECTIONS,Renal,69,12062.29,4098.7,3619.99,0.3398
Provider_0090,CA,CARDIAC CATHETERIZATION,Cardiovascular,45,28782.56,8174.49,6784.49,0.284
Provider_0286,KY,DIGESTIVE MALIGNANCY,Digestive,91,12339.28,4685.09,4155.64,0.3797
Provider_0158,TX,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,195,18562.89,6281.44,5355.37,0.3384
Provider_0078,UT,HEART FAILURE & SHOCK,Cardiovascular,28,19740.21,8028.56,6946.24,0.4067
Provider_0025,KY,CARDIAC ARRHYTHMIA,Cardiovascular,100,14745.41,4716.38,4314.42,0.3199
Provider_0120,FL,SEIZURES,Neurological,66,14339.08,5287.24,4927.81,0.3687
Provider_0100,MD,BREAST PROCEDURES,Oncology,67,25067.84,8591.51,7319.34,0.3427
Provider_0299,IL,DIGESTIVE MALIGNANCY,Digestive,64,15678.65,5494.61,4778.76,0.3505
Provider_0010,MA,SEIZURES,Neurological,96,22130.66,8603.53,7900.51,0.3888
Provider_0188,TN,HIP & FEMUR PROCEDURES,Orthopedic,278,23132.43,6899.57,6529.34,0.2983
Provider_0226,VA,KIDNEY & URINARY TRACT INFECTIONS,Renal,92,13089.27,4527.25,4266.24,0.3459
Provider_0044,MI,SIMPLE PNEUMONIA & PLEURISY,Respiratory,135,9417.98,3285.5,2713.06,0.3489
Provider_0043,LA,CORONARY BYPASS,Cardiovascular,134,15478.21,6106.02,5404.91,0.3945
Provider_0280,MO,HEART FAILURE & SHOCK,Cardiovascular,199,18424.57,5771.03,4866.71,0.3132
Provider_0038,NY,RENAL FAILURE,Renal,67,13937.7,5156.75,4540.23,0.37
Provider_0114,FL,SEIZURES,Neurological,37,15430.78,5068.32,4622.36,0.3285
Provider_0026,NY,KIDNEY TRANSPLANT,Renal,20,16549.17,5727.19,5361.7,0.3461
Provider_0136,NJ,CARDIAC CATHETERIZATION,Cardiovascular,151,25709.11,10268.67,9713.43,0.3994
Provider_0012,UT,PANCREATIC DISORDERS,Digestive,124,14169.16,4063.12,3251.12,0.2868
Provider_0102,SC,RESPIRATORY INFECTIONS,Respiratory,289,8989.57,3094.95,2592.85,0.3443
Provider_0259,NC,CARDIAC CATHETERIZATION,Cardiovascular,84,14349.06,4051.5,3557.35,0.2824
Provider_0175,SC,BREAST PROCEDURES,Oncology,63,21866.61,7726.9,6844.6,0.3534
Provider_0275,AZ,PANCREATIC DISORDERS,Digestive,38,12503.62,5094.58,4325.36,0.4074
Provider_0094,OR,LYMPHOMA & LEUKEMIA,Oncology,44,26453.87,10256.9,8582.14,0.3877
Provider_0051,IN,RENAL FAILURE,Renal,226,11487.15,4074.55,3345.91,0.3547
Provider_0173,WI,INFLAMMATORY BOWEL DISEASE,Digestive,27,12515.68,3796.21,3337.99,0.3033
Provider_0060,MN,RESPIRATORY INFECTIONS,Respiratory,197,8994.18,2601.39,2288.63,0.2892
Provider_0281,NC,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,266,27962.97,8092.7,6781.46,0.2894
Provider_0236,KY,CARDIAC CATHETERIZATION,Cardiovascular,80,17244.43,6021.37,5377.33,0.3492
Provider_0085,IL,GI HEMORRHAGE,Digestive,350,14242.25,5966.05,4853.03,0.4189
Provider_0060,UT,PANCREATIC DISORDERS,Digestive,80,13199.1,5298.88,4273.39,0.4015
Provider_0146,IL,RENAL FAILURE,Renal,16,13045.65,4434.19,3767.26,0.3399
Provider_0259,LA,TRANSIENT ISCHEMIA,Neurological,23,13890.05,5324.24,4872.17,0.3833
Provider_0087,CO,RENAL FAILURE,Renal,38,12443.73,4431.25,3856.07,0.3561
Provider_0178,OR,TRANSIENT ISCHEMIA,Neurological,95,14630.35,5854.49,4955.62,0.4002
Provider_0191,WI,CARDIAC ARRHYTHMIA,Cardiovascular,349,18211.57,7641.79,6715.01,0.4196
Provider_0136,MA,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,117,12524.88,4989.39,4213.64,0.3984
Provider_0031,NY,RENAL FAILURE,Renal,81,16608.66,6641.15,5598.95,0.3999
Provider_0038,CA,PULMONARY EDEMA,Respiratory,86,12682.69,4491.81,3810.22,0.3542
Provider_0201,FL,PANCREATIC DISORDERS,Digestive,88,13570.2,4927.56,4414.81,0.3631
Provider_0193,IL,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,34,21935.09,6315.96,5586.91,0.2879
Provider_0063,WA,PULMONARY EDEMA,Respiratory,37,11632.26,4675.78,4265.47,0.402
Provider_0018,MD,CARDIAC CATHETERIZATION,Cardiovascular,118,24008.7,8057.53,6702.48,0.3356
Provider_0273,LA,SPINAL FUSION,Orthopedic,51,25947.54,10544.78,9957.9,0.4064
Provider_0016,MN,KNEE PROCEDURES,Orthopedic,90,31833.35,11664.4,10040.41,0.3664
Provider_0047,PA,TRANSIENT ISCHEMIA,Neurological,394,15834.75,6107.67,5573.99,0.3857
Provider_0278,NJ,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,89,33678.94,11922.2,10057.79,0.354
Provider_0239,NC,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,598,28325.99,11645.84,10761.25,0.4111
Provider_0218,LA,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,119,22247.66,7914.2,6657.41,0.3557
Provider_0071,AZ,SPINAL FUSION,Orthopedic,167,29686.92,11272.02,9732.3,0.3797
Provider_0081,TN,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,156,7166.22,2918.4,2428.85,0.4072
Provider_0281,WI,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,259,18785.84,5755.0,4850.27,0.3063
Provider_0264,NC,RADIATION THERAPY,Oncology,28,24012.3,7073.11,6069.83,0.2946
Provider_0245,IN,RENAL FAILURE,Renal,14,9056.36,2820.6,2599.65,0.3114
Provider_0257,CO,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,173,18561.14,5542.72,4452.77,0.2986
Provider_0230,IN,BREAST PROCEDURES,Oncology,65,23103.38,7524.42,6841.02,0.3257
Provider_0288,MO,GI HEMORRHAGE,Digestive,43,10631.69,4391.16,3893.96,0.413
Provider_0040,MO,STROKE,Neurological,21,16364.95,5195.84,4820.12,0.3175
Provider_0269,CA,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,106,20867.75,7607.19,6251.57,0.3645
Provider_0264,AL,HIP & FEMUR PROCEDURES,Orthopedic,91,23511.56,8595.46,6933.71,0.3656
Provider_0256,AL,HIP & FEMUR PROCEDURES,Orthopedic,12,27159.63,8268.96,7254.57,0.3045
Provider_0238,MN,GI HEMORRHAGE,Digestive,107,13970.46,4213.08,3779.05,0.3016
Provider_0177,MD,SIMPLE PNEUMONIA & PLEURISY,Respiratory,34,12500.67,5209.74,4745.88,0.4168
Provider_0249,MD,SIMPLE PNEUMONIA & PLEURISY,Respiratory,116,10341.14,3593.99,3197.23,0.3475
Provider_0189,TN,STROKE,Neurological,10,15674.33,4981.31,4484.12,0.3178
Provider_0203,TN,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,37,19207.78,6729.18,6308.93,0.3503
Provider_0061,LA,SEIZURES,Neurological,39,11132.76,4233.32,3605.37,0.3803
Provider_0261,PA,DIGESTIVE MALIGNANCY,Digestive,32,12213.27,4118.17,3509.94,0.3372
Provider_0031,IN,STROKE,Neurological,227,12052.63,4964.82,4706.39,0.4119
Provider_0278,VA,CORONARY BYPASS,Cardiovascular,118,20327.48,7847.45,6416.84,0.3861
Provider_0106,PA,PANCREATIC DISORDERS,Digestive,131,11397.52,4343.77,3945.46,0.3811
Provider_0169,TX,CORONARY BYPASS,Cardiovascular,381,17721.04,6692.25,5861.98,0.3776
Provider_0016,OR,CARDIAC CATHETERIZATION,Cardiovascular,427,18213.57,5252.47,4959.65,0.2884
Provider_0241,AZ,CARDIAC CATHETERIZATION,Cardiovascular,187,16008.34,5382.59,4951.24,0.3362
Provider_0270,MD,SPINAL FUSION,Orthopedic,241,34876.87,14106.75,13269.85,0.4045
Provider_0113,MO,SPINAL FUSION,Orthopedic,127,28735.25,9174.67,8106.0,0.3193
Provider_0017,MN,CORONARY BYPASS,Cardiovascular,121,22984.65,7528.26,6144.73,0.3275
Provider_0058,MI,HEART FAILURE & SHOCK,Cardiovascular,36,16923.68,6268.64,5810.41,0.3704
Provider_0109,MO,STROKE,Neurological,565,15158.57,5813.95,4867.11,0.3835
Provider_0148,VA,SPINAL FUSION,Orthopedic,332,28843.98,8402.51,7210.14,0.2913
Provider_0189,AL,INTRACRANIAL HEMORRHAGE,Neurological,16,12107.26,4778.64,3880.18,0.3947
Provider_0275,WA,CORONARY BYPASS,Cardiovascular,63,22988.3,6928.77,5611.79,0.3014
Provider_0260,OH,PULMONARY EDEMA,Respiratory,142,9345.31,3653.12,3193.6,0.3909
Provider_0281,PA,CARDIAC CATHETERIZATION,Cardiovascular,231,17586.45,4938.29,4433.1,0.2808
Provider_0002,UT,RENAL FAILURE,Renal,17,9663.74,3575.79,3110.11,0.37
Provider_0106,UT,INTRACRANIAL HEMORRHAGE,Neurological,13,16688.29,5174.46,4787.26,0.3101
Provider_0128,CA,HIP & FEMUR PROCEDURES,Orthopedic,45,32553.6,10467.3,9291.75,0.3215
Provider_0009,CT,CARDIAC CATHETERIZATION,Cardiovascular,117,25884.19,8989.67,7195.73,0.3473
Provider_0235,NJ,RADIATION THERAPY,Oncology,59,30639.64,8828.47,8293.18,0.2881
Provider_0129,NJ,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,187,10692.8,3115.01,2900.82,0.2913
Provider_0276,OR,CARDIAC ARRHYTHMIA,Cardiovascular,107,22740.99,7370.53,6475.39,0.3241
Provider_0028,TX,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,67,9016.39,3676.86,2992.53,0.4078
Provider_0250,MI,HEART FAILURE & SHOCK,Cardiovascular,361,17190.76,6421.96,5850.55,0.3736
Provider_0061,AZ,RENAL FAILURE,Renal,111,12377.06,4491.72,4185.4,0.3629
Provider_0261,KY,PULMONARY EDEMA,Respiratory,293,7174.99,2582.93,2164.65,0.36
Provider_0271,MD,STROKE,Neurological,33,18739.61,7439.57,6794.27,0.397
Provider_0191,PA,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,116,11067.19,3945.6,3455.93,0.3565
Provider_0186,NJ,RADIATION THERAPY,Oncology,254,30597.59,12823.72,10436.13,0.4191
Provider_0266,CT,KIDNEY & URINARY TRACT INFECTIONS,Renal,45,15898.33,6508.31,5861.14,0.4094
Provider_0053,WA,CHEMOTHERAPY,Oncology,16,28592.45,8292.81,7512.73,0.29
Provider_0295,TX,KIDNEY TRANSPLANT,Renal,85,13804.82,3895.27,3275.68,0.2822
Provider_0172,MD,KNEE PROCEDURES,Orthopedic,20,29172.98,9260.27,8283.94,0.3174
Provider_0295,WI,CORONARY BYPASS,Cardiovascular,271,16594.46,4930.67,4641.54,0.2971
Provider_0033,NC,SIMPLE PNEUMONIA & PLEURISY,Respiratory,68,8304.82,2519.33,2024.19,0.3034
Provider_0034,PA,PANCREATIC DISORDERS,Digestive,118,12691.6,4303.99,3606.24,0.3391
Provider_0153,AL,HEART FAILURE & SHOCK,Cardiovascular,48,16864.18,4836.6,4341.71,0.2868
Provider_0218,CO,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,40,10797.24,3563.44,3367.09,0.33
Provider_0207,TX,PULMONARY EDEMA,Respiratory,11,10313.17,3960.89,3297.61,0.3841
Provider_0023,AZ,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,162,28471.15,11578.93,10235.78,0.4067
Provider_0110,GA,INTRACRANIAL HEMORRHAGE,Neurological,199,12312.07,4020.18,3499.89,0.3265
Provider_0031,GA,CORONARY BYPASS,Cardiovascular,554,16166.2,6506.87,5953.74,0.4025
Provider_0289,IL,SIMPLE PNEUMONIA & PLEURISY,Respiratory,196,10446.06,3352.36,3011.65,0.3209
Provider_0109,NY,BREAST PROCEDURES,Oncology,111,35629.8,14606.45,12843.76,0.41
Provider_0245,PA,CARDIAC CATHETERIZATION,Cardiovascular,37,18519.59,6829.88,5482.5,0.3688
Provider_0259,IL,TRANSIENT ISCHEMIA,Neurological,81,19285.54,7494.2,6319.28,0.3886
Provider_0010,MI,SEIZURES,Neurological,67,15398.61,4863.47,4372.73,0.3158
Provider_0034,SC,PANCREATIC DISORDERS,Digestive,24,9731.67,2839.71,2535.87,0.2918
Provider_0047,NC,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,192,9494.12,2873.71,2617.75,0.3027
Provider_0176,MO,CARDIAC CATHETERIZATION,Cardiovascular,353,14952.84,5574.14,5021.27,0.3728
Provider_0213,SC,PULMONARY EDEMA,Respiratory,11,8113.88,2669.48,2367.96,0.329
Provider_0234,MD,KNEE PROCEDURES,Orthopedic,74,35282.42,10919.04,9290.05,0.3095
Provider_0246,MI,HIP & FEMUR PROCEDURES,Orthopedic,49,27011.91,8223.99,6980.61,0.3045
Provider_0122,KY,TRANSIENT ISCHEMIA,Neurological,42,13849.43,5659.52,5109.73,0.4086
Provider_0228,KY,KIDNEY TRANSPLANT,Renal,37,10451.51,3114.05,2615.11,0.298
Provider_0001,CO,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,53,10653.79,3909.25,3607.93,0.3669
Provider_0016,MN,LYMPHOMA & LEUKEMIA,Oncology,306,26654.54,8315.32,6683.2,0.312
Provider_0113,MN,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,14,18395.47,7300.81,6162.49,0.3969
Provider_0090,IN,CARDIAC ARRHYTHMIA,Cardiovascular,77,16633.7,4810.27,4137.87,0.2892
Provider_0111,SC,KIDNEY TRANSPLANT,Renal,76,10608.5,4370.58,3671.54,0.412
Provider_0267,MI,SIMPLE PNEUMONIA & PLEURISY,Respiratory,24,9819.91,3006.31,2635.13,0.3061
Provider_0205,MN,HIP & FEMUR PROCEDURES,Orthopedic,12,31017.3,11239.53,9570.49,0.3624
Provider_0233,CT,SIMPLE PNEUMONIA & PLEURISY,Respiratory,61,10984.33,4386.15,3873.26,0.3993
Provider_0249,CO,HIP & FEMUR PROCEDURES,Orthopedic,57,38104.13,10801.86,9252.06,0.2835
Provider_0036,GA,RESPIRATORY INFECTIONS,Respiratory,216,8900.98,2913.65,2440.57,0.3273
Provider_0122,SC,CARDIAC CATHETERIZATION,Cardiovascular,37,18634.79,5907.77,4859.05,0.317
Provider_0007,TN,KNEE PROCEDURES,Orthopedic,43,29065.08,9913.47,7996.52,0.3411
Provider_0154,UT,CARDIAC ARRHYTHMIA,Cardiovascular,43,21384.49,6012.31,5603.22,0.2812
Provider_0066,KY,CHEMOTHERAPY,Oncology,15,20841.98,6493.97,6076.4,0.3116
Provider_0054,GA,CARDIAC ARRHYTHMIA,Cardiovascular,15,14602.03,5024.99,4119.36,0.3441
Provider_0148,CA,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,36,12659.93,3750.47,3013.38,0.2962
Provider_0016,LA,BREAST PROCEDURES,Oncology,537,19440.54,7627.36,6944.74,0.3923
Provider_0081,GA,BREAST PROCEDURES,Oncology,228,23113.83,8621.62,7066.25,0.373
Provider_0243,GA,SEIZURES,Neurological,11,15526.32,4388.88,3976.46,0.2827
Provider_0145,SC,HEART FAILURE & SHOCK,Cardiovascular,227,13617.19,5402.74,4435.88,0.3968
Provider_0266,OK,KNEE PROCEDURES,Orthopedic,30,25443.15,9770.69,9160.32,0.384
Provider_0030,GA,KNEE PROCEDURES,Orthopedic,256,25990.73,10740.01,10116.51,0.4132
Provider_0215,NC,CARDIAC CATHETERIZATION,Cardiovascular,69,14254.63,4537.85,4037.07,0.3183
Provider_0235,MA,PANCREATIC DISORDERS,Digestive,176,16480.2,6389.14,5522.32,0.3877
Provider_0026,MN,PANCREATIC DISORDERS,Digestive,166,12919.63,5392.56,4596.74,0.4174
Provider_0142,GA,CHEMOTHERAPY,Oncology,18,20941.31,6260.03,5264.07,0.2989
Provider_0083,AZ,RENAL FAILURE,Renal,36,11317.55,4365.96,3889.03,0.3858
Provider_0066,KY,PULMONARY EDEMA,Respiratory,55,8485.39,2894.15,2741.13,0.3411
Provider_0131,MD,SEIZURES,Neurological,136,18836.83,7352.04,6161.61,0.3903
Provider_0143,SC,SIMPLE PNEUMONIA & PLEURISY,Respiratory,267,9422.37,3198.33,2959.16,0.3394
Provider_0230,PA,INTRACRANIAL HEMORRHAGE,Neurological,114,16176.73,5432.31,4443.32,0.3358
Provider_0268,AL,KIDNEY & URINARY TRACT INFECTIONS,Renal,74,8946.86,3664.42,3138.05,0.4096
Provider_0119,CO,SIMPLE PNEUMONIA & PLEURISY,Respiratory,46,12209.55,4324.77,3999.11,0.3542
Provider_0297,GA,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,148,16749.02,5742.52,4878.25,0.3429
Provider_0037,SC,HEART FAILURE & SHOCK,Cardiovascular,214,16279.16,5688.22,5344.45,0.3494
Provider_0199,OR,CARDIAC CATHETERIZATION,Cardiovascular,40,19906.34,6923.22,6402.22,0.3478
Provider_0101,LA,PANCREATIC DISORDERS,Digestive,247,9510.81,3491.07,2805.93,0.3671
Provider_0167,WI,BREAST PROCEDURES,Oncology,64,20065.74,6938.19,6134.36,0.3458
Provider_0010,OK,PULMONARY EDEMA,Respiratory,59,8399.68,2389.68,1959.56,0.2845
Provider_0205,TN,KIDNEY TRANSPLANT,Renal,17,9161.65,3846.04,3326.68,0.4198
Provider_0292,MI,CARDIAC CATHETERIZATION,Cardiovascular,540,20641.13,7441.38,6081.65,0.3605
Provider_0222,OK,SIMPLE PNEUMONIA & PLEURISY,Respiratory,113,7027.44,2363.91,2012.9,0.3364
Provider_0138,WA,CHEMOTHERAPY,Oncology,348,25153.57,8506.9,7809.7,0.3382
Provider_0143,NC,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,90,23151.46,7968.84,7208.21,0.3442
Provider_0279,NY,RENAL FAILURE,Renal,230,17851.36,5399.23,4594.4,0.3025
Provider_0071,NJ,CARDIAC ARRHYTHMIA,Cardiovascular,241,22661.02,8692.88,7772.78,0.3836
Provider_0162,NY,DIGESTIVE MALIGNANCY,Digestive,241,18312.82,5173.43,4306.54,0.2825
Provider_0209,MO,SPINAL FUSION,Orthopedic,59,23909.28,8624.37,8146.38,0.3607
Provider_0242,VA,CARDIAC CATHETERIZATION,Cardiovascular,26,18664.42,7450.86,6973.55,0.3992
Provider_0012,OH,TRANSIENT ISCHEMIA,Neurological,59,15123.15,4450.37,3609.07,0.2943
Provider_0120,CA,SIMPLE PNEUMONIA & PLEURISY,Respiratory,95,14346.33,5118.03,4826.18,0.3567
Provider_0127,SC,DIGESTIVE MALIGNANCY,Digestive,84,11788.88,4166.68,3472.57,0.3534
Provider_0006,CO,KNEE PROCEDURES,Orthopedic,236,32036.55,10108.1,9405.23,0.3155
Provider_0058,NY,CARDIAC ARRHYTHMIA,Cardiovascular,10,25789.95,7583.07,6924.53,0.294
Provider_0052,OH,PANCREATIC DISORDERS,Digestive,50,13482.26,4061.16,3643.16,0.3012
Provider_0242,MN,INFLAMMATORY BOWEL DISEASE,Digestive,93,11121.63,3667.52,3341.03,0.3298
Provider_0271,MA,CARDIAC CATHETERIZATION,Cardiovascular,194,25448.66,8810.14,8237.16,0.3462
Provider_0183,IN,INFLAMMATORY BOWEL DISEASE,Digestive,201,11373.88,3392.86,2823.75,0.2983
Provider_0073,CO,PULMONARY EDEMA,Respiratory,55,8995.97,3404.64,3178.87,0.3785
Provider_0190,PA,RADIATION THERAPY,Oncology,14,22753.52,9249.27,7730.98,0.4065
Provider_0087,LA,CHRONIC OBSTRUCTIVE PULMONARY,Respiratory,194,7536.21,2149.69,2015.7,0.2852
Provider_0288,GA,DIGESTIVE MALIGNANCY,Digestive,18,9889.19,2928.96,2374.52,0.2962
Provider_0198,CA,PULMONARY EDEMA,Respiratory,115,11524.89,3352.17,2754.69,0.2909
Provider_0032,CA,CARDIAC CATHETERIZATION,Cardiovascular,124,25958.94,9019.12,7757.33,0.3474
Provider_0252,GA,KIDNEY TRANSPLANT,Renal,165,9868.42,2901.55,2474.63,0.294
Provider_0050,MO,GI HEMORRHAGE,Digestive,67,11196.59,4625.99,4229.62,0.4132
Provider_0251,CT,CHEMOTHERAPY,Oncology,83,31208.07,10401.57,9161.44,0.3333
Provider_0131,KY,DIGESTIVE MALIGNANCY,Digestive,15,10219.62,3857.01,3635.88,0.3774
Provider_0014,CT,CARDIAC CATHETERIZATION,Cardiovascular,28,20959.66,8525.73,6867.76,0.4068
Provider_0009,MN,SIMPLE PNEUMONIA & PLEURISY,Respiratory,113,9501.3,2767.2,2581.93,0.2912
Provider_0190,UT,SIMPLE PNEUMONIA & PLEURISY,Respiratory,211,8022.95,3095.66,2522.09,0.3859
Provider_0029,VA,DIGESTIVE MALIGNANCY,Digestive,111,14115.19,5786.12,4855.53,0.4099
Provider_0255,MD,RADIATION THERAPY,Oncology,431,27078.34,9356.53,8866.91,0.3455
Provider_0290,SC,CARDIAC ARRHYTHMIA,Cardiovascular,67,16759.41,4856.37,4071.5,0.2898
Provider_0055,NY,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,150,25026.0,7729.54,6650.6,0.3089
Provider_0084,TX,STROKE,Neurological,185,14973.82,5771.75,5276.07,0.3855
Provider_0262,MI,CARDIAC CATHETERIZATION,Cardiovascular,73,16843.2,6473.15,5301.89,0.3843
Provider_0116,NJ,INFLAMMATORY BOWEL DISEASE,Digestive,72,16813.21,6835.98,6294.48,0.4066
Provider_0257,CT,KIDNEY & URINARY TRACT INFECTIONS,Renal,51,13238.73,4518.64,3823.31,0.3413
Provider_0288,GA,CARDIAC ARRHYTHMIA,Cardiovascular,17,19842.62,7542.8,6075.74,0.3801
Provider_0134,NY,DIGESTIVE MALIGNANCY,Digestive,71,17266.42,6793.11,6289.52,0.3934
Provider_0153,TX,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,19,34982.69,14048.73,12586.45,0.4016
Provider_0143,TN,SEIZURES,Neurological,16,11523.35,3262.29,2613.92,0.2831
Provider_0214,MI,CORONARY BYPASS,Cardiovascular,529,17572.4,5233.74,4615.29,0.2978
Provider_0152,VA,CARDIAC CATHETERIZATION,Cardiovascular,108,20793.77,7941.86,7147.52,0.3819
Provider_0071,VA,RENAL FAILURE,Renal,133,13125.12,3685.42,3496.72,0.2808
Provider_0145,OR,KNEE PROCEDURES,Orthopedic,180,26912.24,10071.7,9563.9,0.3742
Provider_0275,IN,PULMONARY EDEMA,Respiratory,66,9916.21,4157.61,3397.67,0.4193
Provider_0172,OR,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,155,23530.97,7577.61,6921.89,0.322
Provider_0100,TN,HIP & FEMUR PROCEDURES,Orthopedic,96,26444.79,8224.94,7513.43,0.311
Provider_0090,CT,CHEMOTHERAPY,Oncology,116,32129.1,9843.98,9065.25,0.3064
Provider_0167,GA,RADIATION THERAPY,Oncology,261,19220.81,7499.47,6519.07,0.3902
Provider_0145,UT,CARDIAC CATHETERIZATION,Cardiovascular,190,15887.97,4832.68,3875.05,0.3042
Provider_0121,IL,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,492,27347.86,11114.72,10249.0,0.4064
Provider_0024,GA,PULMONARY EDEMA,Respiratory,101,10122.74,4113.16,3778.08,0.4063
Provider_0032,GA,HIP & FEMUR PROCEDURES,Orthopedic,198,29668.18,12089.36,9698.38,0.4075
Provider_0030,WA,TRANSIENT ISCHEMIA,Neurological,26,15812.06,4473.52,4000.72,0.2829
Provider_0128,KY,RADIATION THERAPY,Oncology,87,19849.26,5650.2,4724.47,0.2847
Provider_0009,IN,PERCUTANEOUS CARDIOVASCULAR PROC,Cardiovascular,90,15331.92,4657.24,3725.9,0.3038
Provider_0192,SC,BREAST PROCEDURES,Oncology,52,20253.13,6799.26,6127.5,0.3357
Provider_0263,LA,MAJOR JOINT REPLACEMENT - LOWER EXTREMITY,Orthopedic,43,24632.46,8554.53,7563.12,0.3473
Provider_0275,KY,INTRACRANIAL HEMORRHAGE,Neurological,452,14530.28,4917.68,4451.78,0.3384
